id,filename,title,score
1952007680970887655,data/images105.jpeg,Pepperoni pizza,0.614
1639251751546273794,data/images106.jpeg,Dried fish with hot sauce,0.479
1706338374208909734,data/images107.jpeg,Cheesy garlic pizza bread,0.843
1655914820716077056,data/images108.jpeg,Currywurst,0.905
1647144188557897728,data/images109.jpeg,Takoyaki,0.723
100188,data/images110.jpeg,Serving of pickled jalapeños,0.14
1628082670864412711,data/images111.jpeg,Jamon Bocadillo (Serrano ham),0.434
1636467083465596951,data/images112.jpeg,Hot dog,0.206
1510312405292756993,data/images113.jpeg,Vegan tacos,0.462
1951600858459676713,data/images114.jpeg,Water in a box,0.242
1697250388448309426,data/images115.jpeg,Ten sausages meal,0.478
1888628932167008393,data/images116.jpeg,Pulled pork and skin-on fries,0.677
100183,data/images117.jpeg,Vegan hot dog,0.168
1548225501537263617,data/images118.jpeg,Medium rare steak roll,0.471
100129,data/images119.jpeg,Croque monsieur in a ciabatta,0.357
1600175957419388928,data/images120.jpeg,"Pie, chips and gravy",0.809
1571215855542738947,data/images121.jpeg,Loaded fries,0.9
1757829832656683168,data/images122.jpeg,Pizza,0.728
1475555740333088768,data/images123.jpeg,Bacon cheeseburger,0.653
1748679166768070774,data/images124.jpeg,Steak sandwich,0.455
1614929568170938369,data/images125.jpeg,Sausage,0.682
1853069786235764780,data/images126.jpeg,Scotch pie,0.23
100024,data/images127.jpeg,Meat skewer,0.351
1469274608729833477,data/images128.jpeg,The Brooklyn Big Dog,0.36
1487140761468608512,data/images129.jpeg,Mystery scran,0.084
1621238022158041089,data/images130.jpeg,Steak and peppercorn sauce,0.876
1657518765154639875,data/images131.jpeg,Bacon and cheddar sausage,0.887
100457,data/images132.jpeg,Nachos,0.378
1899825384981500326,data/images133.jpeg,Cheesy chips,0.076
1884250810076594563,data/images134.jpeg,Spring rolls and bean sprouts,0.569
100302,data/images135.jpeg,Chicken dippers and fries,0.882
1948681527581442523,data/images136.jpeg,Chicken gyros platter box,0.774
100344,data/images137.jpeg,Monster Dog,0.732
1741127062507647073,data/images138.jpeg,Festive fries,0.458
1639923629910634501,data/images139.jpeg,Pepperoni pizza,0.887
1494031620382277637,data/images140.jpeg,Pork bap,0.748
1692867114988683337,data/images141.jpeg,Special steak rice meal,0.959
1590340764269416448,data/images142.jpeg,Pulled pork loaded chips,0.858
1898677077617832125,data/images143.jpeg,Mixed grill,0.954
1526609231104856064,data/images144.jpeg,Buffalo fried chicken burger,0.945
1490735648562720776,data/images145.jpeg,Loaded chips,0.869
1516193396678922253,data/images146.jpeg,Unicorn pancakes,0.381
100207,data/images147.jpeg,11 Ćevapi sausages,0.762
1518525981543305224,data/images148.jpeg,Fish and chips,0.572
1469693930790871041,data/images149.jpeg,Chips and pulled beef with gravy,0.721
1833870816016003565,data/images150.jpeg,Jerk chicken,0.726
1902077132630896983,data/images151.jpeg,Bread with lard and onions,0.249
1530256742751293440,data/images152.jpeg,Coxinha,0.82
1752016442344493107,data/images153.jpeg,Chicken dog,0.899
1489703437906456578,data/images155.jpeg,Nothing,0.297
100191,data/images156.jpeg,Cheese and onion pie,0.107
1620178678536880136,data/images157.jpeg,Dirty dawg,0.68
1579163705178460166,data/images158.jpeg,Jerk chicken,0.787
1864082194542547275,data/images160.jpeg,"Steak pie, mash, peas and gravy",0.224
1587853136470822912,data/images161.jpeg,Dirty dawg,0.527
1551560674089861122,data/images162.jpeg,Curry chicken,0.632
1906010536833069259,data/images163.jpeg,Chilli nachos,0.807
1908558691302801881,data/images164.jpeg,Hawkey Porkey Bowl,0.671
1459842532855193609,data/images165.jpeg,Potato wedges,0.404
1786776292844544499,data/images166.jpeg,Double Cheeseburger,0.603
100282,data/images167.jpeg,Cheeseburger,0.137
1678544130169790464,data/images168.jpeg,Rotisserie chicken,0.775
1461693888947699719,data/images170.jpeg,Street chick burger,0.767
1774435336648630634,data/images171.jpeg,10 inch sausage roll,0.476
1788060741632770457,data/images172.jpeg,Chicken tikka dirty fries,0.842
1637873958950256642,data/images173.jpeg,Polish sausage and bread,0.503
1921498650238206408,data/images174.jpeg,Bread with onion,0.145
1462370685880307715,data/images175.jpeg,Loaded chips,0.705
1861493326026875384,data/images176.jpeg,Chicken wings,0.611
1847687730467144136,data/images177.jpeg,Hot dog,0.094
1526252928436256770,data/images178.jpeg,Pizza,0.586
1839364824964489476,data/images179.jpeg,Philly cheesesteak,0.616
1624746035703586818,data/images180.jpeg,Gunner dog,0.691
1637140124956860418,data/images181.jpeg,Bacon double cheeseburger,0.846
100370,data/images182.jpeg,The Bat Flip,0.892
1574453334815125509,data/images183.jpeg,Steak pie,0.419
1483183387351343111,data/images184.jpeg,Ice cream nachos,0.445
1481310944940670977,data/images185.jpeg,Chicken and rice tray,0.537
100294,data/images186.jpeg,Beef meatballs in cumin and tomato sauce,0.659
100117,data/images187.jpeg,Strawberry daiquiri / pina colada mix,0.524
1498381278453940235,data/images188.jpeg,Loaded fries,0.753
1945096459122073954,data/images189.jpeg,Loaded BBQ Pulled Pork Waffle Fries,0.805
1945820278082199961,data/images190.jpeg,Buffalo popcorn chicken,0.893
1685939080205344768,data/images191.jpeg,BBQ chicken and chips,0.939
1867988518259352010,data/images192.jpeg,Double bacon cheeseburger,0.873
1780263891999629393,data/images193.jpeg,Double beef and bacon burger,0.692
1834038609395024157,data/images194.jpeg,Cheesesteak fries,0.616
1553360909313183744,data/images195.jpeg,Hot dog,0.429
1580258000392318976,data/images196.jpeg,Pizza,0.391
1508838350924439563,data/images197.jpeg,Smash burger,0.887
1642496809883844610,data/images198.jpeg,Hot dog in waffle,0.658
1698826741064614251,data/images199.jpeg,Beef pastel,0.811
1873386200113062180,data/images200.jpeg,Single Breasted Chicken Burger with Cheese,0.449
1801930199740625083,data/images201.jpeg,Penne pasta,0.537
1484575915665416199,data/images202.jpeg,Cheesy chips and gravy,0.177
1907155835958018197,data/images203.jpeg,Slice of Victoria sponge,0.255
1746561220071563387,data/images204.jpeg,Ruby Special,0.904
1622991758102605824,data/images205.jpeg,Pie and mash,0.644
1579195974182141952,data/images206.jpeg,Loaded mac n cheese,0.502
1915837454155710491,data/images207.jpeg,Doner Meat & Chips,0.451
1526125346206236673,data/images208.jpeg,10 cevapi,0.464
1949053157465542696,data/images209.jpeg,"Pie, chips, peas and gravy",0.333
1495748099712630787,data/images210.jpeg,Turkey and ham pie,0.708
1964295709731033145,data/images211.jpeg,Biscoff and kinder bueno doughnuts,0.658
100004,data/images212.jpeg,Kimchi fried rice,0.582
1514581588180443137,data/images214.jpeg,Chicken tenders and chips,0.876
1682783400665415681,data/images215.jpeg,Souvlaki,0.85
1915883006780117340,data/images216.jpeg,Chicken burger,0.381
1850357919004373100,data/images217.jpeg,Cheesy chips with burger sauce,0.551
1818842097266704758,data/images218.jpeg,Pizza,0.11
1949102029831286843,data/images219.jpeg,Chicken burger,0.504
1502691744579833864,data/images220.jpeg,Wigan kebab,0.341
1533842861405396993,data/images221.jpeg,Toro fajita quesadillas,0.636
1724222619010957649,data/images222.jpeg,All-Star Bang Bang Chicken Strips,0.817
1484234333154066433,data/images223.jpeg,Buttermilk chicken burger tray,0.262
1844469447765131458,data/images224.jpeg,Fish and chips,0.748
1865410560051003729,data/images225.jpeg,Spicy chicken rice,0.6
1521153356894457856,data/images226.jpeg,Pepperoni pizza,0.651
1515323786580705287,data/images227.jpeg,Spicy samosas,0.435
1805057454738477334,data/images228.jpeg,Garbage plate,0.533
1781706740079227207,data/images229.jpeg,Monster burger,0.737
1872334050566033609,data/images230.jpeg,Christmas loaded roasties,0.769
1814364921225764980,data/images231.jpeg,Loaded fries,0.767
1714340318168883698,data/images232.jpeg,Fried chicken on a stick,0.915
1639655365162704897,data/images233.jpeg,Full hog burger,0.866
100071,data/images234.jpeg,The beer bat,0.523
1827686310213046708,data/images235.jpeg,A pint of Staropramen,0.561
1813279576329507171,data/images236.jpeg,Double Cheese And Bacon Burger,0.715
1779521495359689136,data/images237.jpeg,Hot dog,0.386
100192,data/images238.jpeg,The Double Banger,0.555
1511285884351561728,data/images239.jpeg,BBQ pulled pork nachos,0.732
1913630166846230551,data/images240.jpeg,Steak Pasty,0.669
100167,data/images241.jpeg,Pork fried rice,0.802
1963576539410289133,data/images242.jpeg,Cheesy brisket chips,0.826
1630192344363331586,data/images243.jpeg,Mozzarella sticks,0.749
1870487733543858446,data/images244.jpeg,Double cheeseburger,0.535
1627718047719882781,data/images246.jpeg,Double rib eye cheeseburger,0.888
1710699868916683100,data/images247.jpeg,"Sausage, chips and curry sauce",0.884
100082,data/images249.jpeg,Poutine,0.65
1890852513366082008,data/images251.jpeg,Breakfast baguette,0.524
1525176706159587332,data/images252.jpeg,Bacon cheeseburger,0.486
1770056596913098978,data/images253.jpeg,Meat and potato pie,0.415
1842937457261658577,data/images254.jpeg,Cheeseburger,0.42
1639988819649863685,data/images255.jpeg,Curry goat,0.752
1862488388420452598,data/images256.jpeg,Thanksgiving Dinner,0.721
1522638098487730180,data/images258.jpeg,Fish and chips,0.732
1517234756009738240,data/images259.jpeg,Shrimp sandwich,0.747
1848797665439412269,data/images260.jpeg,Loaded fries,0.721
1578096878620590080,data/images261.jpeg,Nachos,0.539
1490434642259976193,data/images262.jpeg,Macies ultimate burger,0.874
1638482415789256706,data/images263.jpeg,Potato tornado,0.87
1713192958558674944,data/images264.jpeg,Cheeseburger,0.083
1514982118576775173,data/images265.jpeg,Katsu chicken loaded chips,0.926
1903471937440846218,data/images266.jpeg,Chicken gyros,0.762
100093,data/images267.jpeg,Cotton candy burrito,0.21
1887919314751181181,data/images268.jpeg,Steak blaggis & peppercorn sauce pie,0.653
1687945130626433024,data/images269.jpeg,Ham and cheese panini,0.149
1463856496157118469,data/images271.jpeg,Pulled pork and cheese hot dog,0.647
1943271882444198311,data/images272.jpeg,Jerk chicken and chips,0.82
1851332697731326223,data/images273.jpeg,Sharer box,0.717
1699817928927871254,data/images274.jpeg,Fish,0.296
1465363659446796296,data/images275.jpeg,Chili cheese chips,0.493
1521232529700835333,data/images276.jpeg,Hawaiian loaded fries,0.614
1875657326813909147,data/images277.jpeg,Cheeseburger,0.477
1874869443639291907,data/images278.jpeg,Cheesy chips,0.199
1476962806436179974,data/images279.jpeg,Chips and curry sauce,0.511
1570443750773592065,data/images280.jpeg,Salt beef fries,0.627
1801322405006086471,data/images281.jpeg,3 in 1 chicken tray,0.898
1657111649457786895,data/images282.jpeg,A pint of Stella,0.395
1878496130826121699,data/images283.jpeg,Sausage wrap,0.177
1656426139894665216,data/images284.jpeg,"Pineapple chicken, BBQ pork and beef empanadas",0.744
1649093988371275777,data/images285.jpeg,Currywurst and bread,0.837
1825940788477571390,data/images286.jpeg,Butter chicken naan,0.801
1622320201503997953,data/images287.jpeg,Build it burger,0.841
1893643827140870217,data/images288.jpeg,Cheesy chips,0.096
1787103354461544573,data/images289.jpeg,Hot Dog,0.428
1555880708266229760,data/images290.jpeg,Hot dog,0.55
100337,data/images291.jpeg,Chicken and onion ring burger,0.344
1869085485504819600,data/images292.jpeg,Chicken curry chip butty,0.577
1774809609481380259,data/images293.jpeg,Cheeseburger,0.295
1529900471728713739,data/images294.jpeg,Hot dog,0.638
1500427947701907458,data/images295.jpeg,Cheeseburger and fries,0.697
1858910146065314201,data/images296.jpeg,Salt and chili chips,0.659
1834959546114101508,data/images297.jpeg,Breakfast bowl,0.56
100182,data/images298.jpeg,Hotdog and Burger,0.355
1456330544506101765,data/images300.jpeg,Jerk chicken and chips,0.657
1784204268347523316,data/images301.jpeg,Burger with onions,0.394
1460192386395643904,data/images302.jpeg,Pepperoni pizza,0.452
1464907413224660995,data/images303.jpeg,"Pie, chips, peas and gravy",0.548
1679914979783213068,data/images304.jpeg,Currywurst mit pommes,0.803
1491397983904370690,data/images305.jpeg,Chicken katsu burger,0.723
1469402106973065223,data/images306.jpeg,Korean chicken and chips,0.828
1490367806692540417,data/images308.jpeg,Double cheeseburger,0.866
1543263545638670336,data/images309.jpeg,Hot dog,0.838
100158,data/images310.jpeg,"""Haro"" boba drink",0.532
100466,data/images311.jpeg,Crab fries,0.408
1478429042764390412,data/images312.jpeg,"Pie, mash, gravy and peas",0.313
100335,data/images313.jpeg,Corn dog,0.653
1844075075076751538,data/images314.jpeg,16 hour smoked brisket peppercorn burger,0.743
1957907119702962664,data/images315.jpeg,"Pepperoni pizza, calzone and garlic knots",0.721
1727400131379568965,data/images317.jpeg,Fish and chips,0.818
1458159086982336523,data/images318.jpeg,Cheese and ham panini,0.185
1505306614487785479,data/images319.jpeg,Double pepperoni pizza,0.728
1679960595376816128,data/images320.jpeg,Pernil sandwich,0.886
1588979830925987840,data/images321.jpeg,Double bacon beef burger,0.856
1479772394034278400,data/images322.jpeg,Crinkle chips and pie,0.569
1487452888519659520,data/images323.jpeg,Cheesy chips,0.225
1790894525465940164,data/images324.jpeg,BBQ chicken nachos,0.56
1456928319463727107,data/images325.jpeg,"Pie, mash and liquor",0.22
1507694940947681281,data/images326.jpeg,Kielbasa,0.793
1521177140783468544,data/images327.jpeg,Mushy peas,0.203
1556994434016968706,data/images328.jpeg,FC Seoul Beer,0.569
1518700707750240260,data/images329.jpeg,Loaded fries,0.737
1614574660447772672,data/images330.jpeg,Pizza and Peroni,0.839
1519347927164112897,data/images331.jpeg,"Pie, mash, peas and gravy",0.691
1900931766682001911,data/images333.jpeg,Pie and peas,0.142
1693747459132956767,data/images334.jpeg,Cheesesteak,0.6
1842910933540085832,data/images336.jpeg,Pot of Chilli,0.603
1867899739808711119,data/images337.jpeg,Miami veggie burger,0.416
1550156749809897472,data/images339.jpeg,Steak pie and mushy peas,0.196
1532032262249775104,data/images340.jpeg,Pork gyros,0.906
1488954978911899657,data/images341.jpeg,Burger and chips,0.903
1842936162761224239,data/images342.jpeg,Burger,0.246
1839434201637998655,data/images344.jpeg,Pizza,0.698
1949169249232003107,data/images345.jpeg,"Chips, sausage and curry sauce",0.571
1668018848782532610,data/images346.jpeg,Tacos al pastor,0.894
1957118326326300998,data/images347.jpeg,Bocadillo con bacon y queso,0.799
1556203891678748674,data/images348.jpeg,Grilled scallops,0.744
1583518465604059137,data/images349.jpeg,Bangers and mash,0.788
1605616782911250432,data/images351.jpeg,Cheesy chips,0.482
1837541705945403693,data/images352.jpeg,Grilled sausage,0.515
1817192239799337228,data/images353.jpeg,Steak pie,0.515
1721893290008780840,data/images354.jpeg,"Pie, chips and gravy",0.85
1964630964233248990,data/images355.jpeg,Korean sweet and spicy chicken,0.954
1504504830450089990,data/images356.jpeg,Bombay sandwich,0.622
1525767981254451201,data/images357.jpeg,Galettes Saucisses,0.66
1855020000475856909,data/images358.jpeg,Nachos,0.467
1630932586020184067,data/images359.jpeg,Spicy fried chicken,0.649
1935669865706389722,data/images360.jpeg,Chicken box,0.934
1841925096417427564,data/images361.jpeg,Fully loaded fries,0.739
1843679814781415648,data/images362.jpeg,Two lamb yiros,0.89
1457714212776681474,data/images363.jpeg,Cheesy chips,0.199
1516334030291181568,data/images364.jpeg,Grilled chicken and beef balls,0.874
1533879777203040262,data/images365.jpeg,Jerk chicken and rice,0.793
1732034195009253670,data/images366.jpeg,Paella,0.831
1496561424197423109,data/images367.jpeg,"Chips, pork, stuffing and onion gravy",0.817
1491820567795802119,data/images368.jpeg,The Full Monty,0.808
1559146748643262465,data/images369.jpeg,Loaded fries,0.868
1730290024875192764,data/images370.jpeg,Chicken loaded fries,0.921
1528420506742964224,data/images371.jpeg,Pizza slice,0.126
1622616269949218816,data/images372.jpeg,Signature burger,0.108
1546080703741366273,data/images373.jpeg,Sausages and chips,0.82
1835271096246956416,data/images374.jpeg,Hot dog,0.054
1490674282464223244,data/images375.jpeg,Bhaji burger,0.934
1593038282547679232,data/images376.jpeg,Pork belly,0.738
1639956779906871302,data/images377.jpeg,Jack Daniels pulled pork loaded fries,0.886
1518881131709583360,data/images378.jpeg,Chicken curry,0.873
1495398468273287178,data/images379.jpeg,Loaded chilli nachos,0.769
1460624900054523908,data/images380.jpeg,Double bacon n cheeseburger,0.583
100067,data/images381.jpeg,Chicken panini,0.109
100277,data/images382.jpeg,Chinese chicken skewers,0.84
1840451806364647687,data/images383.jpeg,Slider box,0.832
1459876533796061185,data/images385.jpeg,Chaat Masala Chips,0.48
1595505833407877137,data/images386.jpeg,Cheese dog,0.212
1766115157376143836,data/images387.jpeg,Currywurst and beers,0.828
1648303347886178304,data/images388.jpeg,Zapiekanka,0.784
1726590556158246918,data/images389.jpeg,Sausage and bread,0.582
1889358550159233234,data/images390.jpeg,Chocolate brownie,0.581
1844831826386334057,data/images391.jpeg,Cheeseburger,0.138
1634587040544169985,data/images392.jpeg,Thai noodles,0.946
1533916087024246784,data/images393.jpeg,Cachorro do Rosário,0.8
1718253879991656547,data/images394.jpeg,Chicken burger,0.957
1724910745115119689,data/images395.jpeg,Pulled pork and sausage sandwich,0.853
1778051279874404506,data/images396.jpeg,Breakfast baguette,0.772
1650848139987890177,data/images397.jpeg,Pulled pork cob,0.782
1716493133679071518,data/images400.jpeg,Hot dog,0.138
100177,data/images401.jpeg,Cheesy chips,0.176
1570103955371294722,data/images402.jpeg,Shredded chicken and chips,0.491
1479860012625375238,data/images403.jpeg,Cheese burger,0.59
1521968924564275201,data/images404.jpeg,Tacos,0.783
1633628165414199302,data/images405.jpeg,Pork steak sandwich,0.757
1836390892795469943,data/images406.jpeg,Ice cream sandwich,0.282
1906042752975921196,data/images407.jpeg,Loaded fries,0.618
1793940357249425546,data/images408.jpeg,Steak and rice,0.654
1483062948121784328,data/images409.jpeg,Burger,0.545
1457684979463426051,data/images410.jpeg,Hot dog,0.505
1859628844040454583,data/images411.jpeg,Cheesy chips,0.169
1608841105847746562,data/images412.jpeg,Chicken schnitzel,0.919
1752309275362275496,data/images413.jpeg,Pork sandwich,0.898
1821559327989105027,data/images414.jpeg,Farmed salmon,0.494
1500204691413774347,data/images415.jpeg,Doner kebab,0.721
1699079842744906085,data/images416.jpeg,Grilled sausage,0.809
1701264789807194369,data/images417.jpeg,Dairy milk doughnut,0.844
1698763795655536862,data/images418.jpeg,Chilli chicken loaded fries,0.935
1699384159414747467,data/images419.jpeg,Donuts,0.877
1500502828418277376,data/images420.jpeg,Asada over fries with cheese,0.837
1560368856505393154,data/images421.jpeg,Pork sandwich with crackling,0.522
1462768393048711184,data/images422.jpeg,Fish finger baguette,0.494
1847408533169377629,data/images423.jpeg,Salchipapas,0.48
1891812448451072397,data/images424.jpeg,Loaded fries,0.792
1903454377538359581,data/images425.jpeg,"Pie, chips and gravy",0.238
1847681380831896001,data/images426.jpeg,Halo burger,0.211
1558880109951606787,data/images427.jpeg,Rotisserie chicken and chips,0.733
1502334867735990274,data/images428.jpeg,"Pie, mash and liquor",0.407
1662916696594677761,data/images429.jpeg,Pastrami sandwich,0.805
1943028938785034604,data/images430.jpeg,Hot Dog Meal,0.378
1853071993915990498,data/images431.jpeg,Sausage in batter,0.542
1812143375765721258,data/images433.jpeg,Cheeseburger,0.416
1853857257718464624,data/images434.jpeg,Ice cream sandwich,0.275
1793246822498234700,data/images435.jpeg,Loaded fries,0.58
1653794196052910083,data/images437.jpeg,Chicken and chips,0.889
1925913201775960216,data/images438.jpeg,Slider box deal,0.741
1506916377612935172,data/images439.jpeg,Pulled beef burger,0.738
1811672254939365417,data/images440.jpeg,Sausage roll and chips,0.41
100143,data/images441.jpeg,Baked potato,0.281
1913900940517687451,data/images443.jpeg,Buffalo chicken,0.961
100200,data/images444.jpeg,The LX Hammer Burger,0.477
1926637218824704377,data/images445.jpeg,Loaded popcorn chicken,0.733
1902108296623927421,data/images446.jpeg,Steak and chips,0.942
1501262805822885890,data/images447.jpeg,Kibbeling,0.789
1653813336092422155,data/images448.jpeg,Hot dog,0.332
1900894553806164132,data/images449.jpeg,Chicken tenders and fries,0.687
100020,data/images450.jpeg,Hot dog,0.354
1601945331905748992,data/images451.jpeg,Beef and pork yorkshire pudding,0.418
1671125612419862529,data/images452.jpeg,Nacho sharer,0.348
1705250406714974477,data/images453.jpeg,Chips and schnitzel nuggets,0.923
1502061144101597209,data/images454.jpeg,Green cheeseburger,0.284
1506680004167585794,data/images456.jpeg,Smoked brisket roll,0.793
100460,data/images457.jpeg,Footlong Sonoran hot dog,0.706
1843263075656610147,data/images458.jpeg,Camden Town Stout,0.304
1749417551103250569,data/images459.jpeg,Pizza slice,0.396
1478320218069946371,data/images460.jpeg,Cottage pie,0.625
1865374064996392975,data/images461.jpeg,Salt and pepper chicken,0.687
1588217642569322497,data/images462.jpeg,Salt and pepper chicken balls,0.53
1626746923020439556,data/images463.jpeg,Pork belly,0.629
1841259580753338539,data/images464.jpeg,Sausage roll,0.267
100075,data/images465.jpeg,Zsiros kenyer,0.207
1894084854783906021,data/images466.jpeg,Boomtown chili dog,0.605
1726324186426315117,data/images468.jpeg,"Pie, mash and liquor",0.43
1588269032624504832,data/images469.jpeg,Tantuni Kebab,0.942
1630268130567110658,data/images470.jpeg,Cheeseburger,0.064
1613886140318388225,data/images471.jpeg,Parmo in a bun,0.866
1805304811903996356,data/images472.jpeg,Sausage,0.444
1894727236210536616,data/images473.jpeg,Wings and wedges,0.543
1785019386857689559,data/images474.jpeg,Chicken Special Souvlaki,0.64
100214,data/images475.jpeg,Shoyu chicken and kalua pork platter,0.537
1905988685335605319,data/images477.jpeg,Beef hot dog in jalapeño bread,0.795
1548955917294739456,data/images478.jpeg,Bratwurst and pretzel,0.727
1519974188634849280,data/images479.jpeg,Victory burger,0.775
